country,location,latitude,longitude,project_type,sub_class,rock_formation,rock_strat,rock_fr_dens_min,rock_fr_dens_max,rockDensMin,rock_dens_max,rock_poro_min,rock_poro_max,rock_poro_mean,rock_perm_min,rock_perm_max,rock_perm_mean,rock_E_min,rock_E_max,rock_E_mean,rock_nu_min,rock_nu_max,rock_nu_mean,rock_K_min,rock_K_max,rock_G_min,rock_G_min,rock_biot_min,rock_biot_max,rock_phi_min,rock_phi_max,rock_c_min,rock_c_max,rock_ucs_min,rock_ucs_max,rock_T0_min,rock_T0_max,rock_lambda_min,rock_lambda_max,rock_beta_min,rock_beta_max,site_depth_bas_min,site_depth_bas_max,site_s_reg,site_sv_a,site_sv_b,site_sv_min,site_sv_max,site_shmax_a,site_shmax_b,site_shmax_min,site_shmax_max,site_shmin_a,site_shmin_b,site_shmin_min,site_shmin_max,site_shmax_dir_min,site_shmax_dir_max,site_p_a,site_p_b,site_p_min,site_p_max,site_T_min,site_T_max,fault_strike_min,fault_strike_max,fault_dip_min,fault_dip_max,fault_dip_dir_min,fault_dip_dir_max,fault_name,fault_type,fault_thick_min,fault_thick_max,fault_core_thick_min,fault_core_thick_max,fault_dist_inj,fault_inj_depth_min,fault_inj_depth_max,fault_dens_min,fault_dens_max,fault_poro_min,fault_poro_max,fault_perm_min,fault_perm_max,fault_Kn_min,fault_Kn_max,fault_Ks_min,fault_Ks_max,fault_psi_min,fault_psi_max,fault_E_min,fault_E_max,fault_nu_min,fault_nu_max,fault_phi_min,fault_phi_max,inj_depth_min,inj_depth_max,inj_type,int_start,inj_fluid,inj_T,inj_rate_max,inj_vol_min,inj_vol_max,inj_net_vol_min,inj_net_vol_max,inj_up_p,inj_down_p,seism_onset,seism_time_shift_onset,seism_events,seism_depth_min,seism_depth_max,seism_a_before,seism_b_before,seism_a_during,seism_b_during,seism_a_after,seism_b_after,moment_max,moment_max_type,,moment_max_depth_min,moment_max_depth_max,moment_distance,moment_date,reason,comment,data_sources,projectID
China,WFSD-3P,31.412,104.13,Research,Research (injection),Triassic Xujiahe formation,"siltstone, fault breccia and gouge",20,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N10E,N30E,38,60,NW,,Anxian-Guanxian fault,RF,140,210,40,50,0,440.5,511.1,2350,2560,0.21,0.41,,,,,,,,,,,,,,,135,552,Injection experiment,11/28/2013,water,,1.67E-03,4.75E+04,,,4.75E+04,16.5,,11/28/2013,0.5,824 recorded at the surface and 20000 recorded in the borehole at depth,400,480,,,,,,,1,,,400,480,500,,fluid injection causes fault slip near the borehole,Magnitude usually <1,"Ma et al. (2015), Li et al.(2015), He et al. (2017)",121
France,Laboratoire Souterrain Bas Bruit (LSBB),43.929,5.487,Research,Stimulation,,Carbonate,,,,,0.05,0.2,0.13,1.00E-17,1.00E-12,2.80E-13,18,45,31.5,0.2,0.2,0.2,10,25,7.5,18.75,,,,40,1,20,,,5,10,,,,,,,NF,0.0214,0,5.99,,0.0179,0,5.01,,0.0107,0,3,,N,N40E,,,,,,12.5,N30E,,70,,,,,,,,,,,,,,,,,7.00E-12,,,,,,,,,,,,,,280,,Step-increasing rates,,Water,13,1.00E-03,2.00E+00,,,,6,,,,215,,,,,,,,,-3.5,Mw,,,,15,,Pore pressure diffusion and aseismic slip,"11 hydraulic stimulations, less than 4% of the slip is seismic","Derode et al. (2013), Derode et al. (2015), Duboeuf et al. (2017), Guglielmi et al. (2015), Jeanne et al. (2012 a,b), Kakurina et al. (2020)",122
France,Tournemire underground laboratory,45.052,2.485,Research,In-situ fault slip experiment,Toarcian shale,Shale,,,,2700,0.08,0.13,0.11,1.00E-22,1.00E-18,5.00E-19,4.5,20.55,12.53,0.23,0.4,0.32,2.78,34.25,1.83,7.34,,,,,,,,,,,,,,,,,SS,0.0211,0,5.7,,0.0222,0,5.99,,0.0117,0,3.16,,N147E,N177E,,,,,,,N5E,,60,90,NW,,,RF,,8.5,,2.5,5,270,,,,,,,5.00E-19,,,,,,,,,,,,,270,,,4/1/2014,Water,,2.00E-04,2.00E-01,,,,4.4,,,,32,,,,,,,,,-3.7,Mw,,,,10,4/1/2014,,,"De Barros et al. (2016), De Barros et al. (2018), Guglielmi et al. (2015), Masri et al. (2014), Valès et al. (2004)",123
Germany,Eastern Bavaria,49.816,12.12,Research,Deep fluid injection,,Gneiss,,,,,0.01,,0.01,5.00E-18,1.30E-17,9.00E-18,,,,,,,,,,,,,,,,,209.5,,,,,,,,,,,0.028,0,252.84,254.8,0.0471,-28.54,396.77,400.07,0.0221,-19.35,180.21,181.76,N150E,N170E,0.0115,0,103.85,104.65,260,,,,,,,,,,,,,,,,,,,,,1.00E-17,1.00E-16,,,,,,,,,,,35,,9030,9100,,1/1/1994,"Brine (KBr, KCl) injection",,9.00E-03,2.00E+02,,,,53,,,,400,8600,8900,,,,,,,1.2,Mw,,,8600,,12/1/1994,,MW 1.4 from McGarr (2014) based on Jost et al. (1998),"Baisch and Harjes (2003), Brudy et al. (1995), Brudy et al. (1997), Chang and Haimson (2000), Evans et al. (2012), Haimson and Chang (2002), Huenges et al. (1997), McGarr (2014), Moeck (2014), Pechnig et al. (1997), Zoback and Harjes (1997)",124
Germany,Eastern Bavaria,49.816,12.12,Research,Deep fluid injection,,,,,,,,0.03,0.03,1.00E-17,2.00E-16,1.05E-16,90,95,95,0.27,0.28,0.28,65.22,71.97,35.43,37.11,,,,,,,209.5,,,,,,6.30E-05,,,,,0.028,0,112,,0.049,-36.5,159.5,,0.0221,-19.35,69.05,,N150E,N170E,0.0105,0,42,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,4000,,,6/1/2004,Fluid injection,,3.33E-03,8.46E+04,,,,12.7,,9/1/2004,,3000,4000,,,,,1,,,0.7,ML,,,,,,,Pressure from figure 3,"Baisch and Harjes (2003), Brudy et al. (1995), Brudy et al. (1997), Chang and Haimson (2000), Evans et al. (2012), Haimson and Chang (2002), Huenges et al. (1997), McGarr (2014), Moeck (2014), Pechnig et al. (1997),Serge Shapiro (personal communication, 2016, shapiro@geophysik.fu-berlin.de), Zoback and Harjes (1997)",125
Germany,Eastern Bavaria,49.816,12.12,Research,Deep fluid injection,,Gneiss,,,,,,0.05,0.05,1.00E-17,2.00E-16,1.05E-16,79,100,89.5,0.23,0.29,0.26,48.77,79.37,32.11,38.76,,,,,,,209.5,,,,,,6.30E-05,7.50E-05,,,,0.028,0,84,168,0.049,-36.5,110.5,257.5,0.0221,-19.35,46.95,113.25,N150E,N170E,0.0105,0,31.5,63,82,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,3000,6000,,1/1/2000,Water injection,,1.20E-03,4.00E+03,,,,30,,,,2800,3300,9000,,,,,,,0.5,ML,,,8500,,1/1/2000,,Volume mistake in Evans et al. (2012),"Baisch and Harjes (2003), Brudy et al. (1995), Brudy et al. (1997), Chang and Haimson (2000), Evans et al. (2012), Haimson and Chang (2002), Huenges et al. (1997), McGarr (2014), Moeck (2014), Pechnig et al. (1997), Zoback and Harjes (1997),",126
Germany,Helmholtz Centre Potsdam,52.383,13.065,Research,Laboratory fault slip experiment,Bentheim sandstone,Sandstone,,,,,0.19,0.25,0.22,1.00E-12,1.50E-12,1.25E-12,18.38,,18.38,0.22,,0.22,10.94,,7.53,,,,,,,,,,,,,,,,,,,,,35,,,,35,,,,35,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Distilled water,,3.30E-09,5.00E-06,,,,29,,,,more than 3000,,,,,,1.7,,,-7,Mw,,,,,1/1/2000,,,"Wang et al. (2020 a,b), ",127
Japan,Matsushiro,36.566,138.209,Research,Water injection,,"Volcanics (Basalt, Andesite and Tuff), Shale and Quartz-diorite", ,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N55W,,,NE,,Matsushiro Earthquake Fault,SS,,,,,,600,,,,0.01,0.1,1.00E-14,1.00E-13,,,,,,,,,,,,,1072,1800,Injection experiment,1/15/1970,City water,,5.00E-03,2.88E+03,,,2.88E+03,5,,1/25/1970,,about 300,2000,8000,,,,,,,2.8,,,,,3000,1/25/1970,the increase in pore pressure reduced the strength of rocks and resulted in premature releases of elastic strain,Two injection periods but merged here,Ohtake (1974),128
Japan,Nojima,34.535,134.937,Research,Research (injection),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SS,0.025,0,37,41.75,0.03,0,44.4,50.1,0.0213,0,31.57,35.63,,,0.01,0,14.8,16.7,,,,,,,,,Nojima fault,SS,,,,,,,,2400,2600,,0,1.00E-15,1.00E-14,,,,,,,,,,,,17,1480,1670,Injection experiment,2/9/1997,water,,3.30E-04,2.58E+02,,,2.88E+03,4.7,,2/13/1997,4.5,about 3000 (Jan. 1-April 30),2000,4000,,,,,,,1,,,,,3000,1/1/1997,A small increase in pore pressure or shear stress leads to slip of a highly permeable fault,Two injection periods but merged here,Tadokoro et al. (2000),129
Philippines,Tongonan Geothermal field,11.173,124.63,Research,Research (injection),Mahanagdong Claystone formation and Mahiao Sedimentary Complex formation,"claystone,siltstone, sandstone, and the conglomerate containing quartz and monzodiorite fragments", ,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N143E,,90,,,Philippine Fault,SS,,,,,0,,1980,,,,,,,,,,,,,,,,,,,1308,2177,Hydraulic stimulation experiment,6/19/1997,River water,25,5.30E-02,3.60E+04,,,3.60E+04,9.5,,6/19/1997,0,292 during the injection period,2000,4000,,,,,,,3,mc,,,,,,pore pressure buildup in the geothermal field,all the data is found in Prioul et al. (2000); the fault is an active fault with creep slip (about 2.4cm/year),Prioul et al. (2000),130
Sweden,Äspö Hard Rock Laboratory,57.433,16.66,Research,Fracturing,Ävrö granodiorite,Granodiorite,,,2677,,,0.01,0.01,,1.00E-16,1.00E-16,55.9,88.7,71.7,0.11,0.34,0.25,23.89,92.4,25.18,33.1,,,59,60,20,28,150,240,10,16,2.81,3.76,,,,,RF,0.0213,0,8.73,,0.0595,0,24.4,,0.025,0,10.25,,N132E,,0.01,0,4.1,,,,,,,,,,,,,,,,,,,,,,,,,721,,39,,3.4,,,,,,32,33.7,410,,Cyclic stimulation,1/1/2015,Water,,8.80E-05,1.25E-01,,,,13,,,,196 from -4.2 to -3.5,,,,,,2.9,,,-3.5,Mw,,,,9.5,1/1/2015,Reactivation of pre-existing fractures,,"Feng (2107), Hakami et al. (2008), Kwiatek et al. (2018), Melin (2012), Sundberg (2017), Zang et al. (2017), , Zang et al. (2019)",131
Switzerland,Grimsel ,46.562,8.345,Research,Fracturing,Aar Massive,Granodiorites and granites,,,,,,0.01,0.01,1.10E-18,,1.10E-18,38,43,40.5,0.36,0.37,0.37,45.24,55.13,13.97,15.69,0.48,0.71,,,,,,,,,,,,,,,SS/RF,0.0213,0,9.2,10.2,0.03,0,13.1,14.4,0.02,0,8.6,9.7,N90E,N110E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480,Stimulation,1/1/2015,,,6.30E-04,1.38E+00,,,,6.9,6.9,,,,,,,,,,,,-2.51,Mw,,,,,2/10/2017,,,"David et al. (2018 a,b), Dutler et al. (2020), Gischig et al. (2020), Krietsch et al. (2019), Krietsch et al. (2020), Selvadurai et al. (2019), Villiger et al. (2020),",132
Switzerland,Mont-Terri Laboratory (FS experiment),47.368,7.169,Research,In-situ fault slip experiment,Opalinus caly,shaly facies,,,2500,,0.13,,0.13,1.00E-21,1.00E-18,5.01E-19,2.8,7.2,3.2,0.24,0.33,0.3,2.7,7.06,1.13,2.71,0.7,,,,,,,,,,,,,,,,NF,0.0182,0,6.2,,0.0132,0,4.5,,0.0059,0,2,,N45W,,0.0015,0,0.5,,,,N66E,,45,,SE,,Main fault,RF,,10,0.8,3,1.5,,344,,,0.12,,,,,,,,,,0.2,0.7,,,22,,340.6,,Fault slip behavior,,Water,,5.00E-04,8.00E-03,,,,5.5,5.5,,,,,,,,,,,,-2.5,Mw,,335,,4,,Slip on the main fault not the injection fault,Injection into a fault some 1-2 m away from the main fault- Injection within the damage zone of the main fault,"Birkholzer et al. (2016), Guglielmi et al. (2015), Guglielmi et al. (2017), Guglielmi et al. (2020 a,b), Jeanne et al. (2017), Kakurina et al. (2020), Nguyen et al. (2019), Zappone et al. (2021)",133
United States of America,Penn. State University,40.798,-77.86,Research,Laboratory fault slip experiment,,Schist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,140,160,,,,,,,,,,,constant pressurization rate (0.1 MPa/min),1/1/2021,water (viscosity=0.00089),,5.00E-10,7.00E-09,,,,,,,,,,,,,,,,,-2.8,Mw,,,,,,,,"Li et al. (2021),",134
China,Rongchang gas field ,29.417,105.583,Wastewater disposal,Wastewater injection,,Carbonarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SS/RF,,,,,,,,,,,,,NW,,,,,,,,N20E,,38,,NW,,Huayin Mountain Fault,RF,,,,,,,,,,,,,,,,,,,,,,,,,,2600,2900,Massive Injection,7/1/1988,Wastewater,,1.14E-02,1.00E+06,,1.00E+06,,2.9,,9/1/1988,60,>32000 and 100≥M3.0 (1988-2006),2000,20000,,1.4,,0.9,,,5.2,ML,,,13000,5000,8/13/1997,fluid injection activates the reverse faults in the basements,Injection data for 2 wells (Luo-4 and Luo-2) combined,"Cheng et al. (2003), Lei et al. (2008)",135
Italy,Val d'Agri oil field (CM2 well),40.325,15.989,Wastewater disposal,Wastewater injection,Upper Cretaceous-upper Miocene,limestone,,,,,,,0,5.40E-15,7.60E-15,6.50E-15,,,,,,,,,,,,,,,,,,,,,,,,,11000,,,,,111,118,,,,,,,,,N126E,,,,31,33,,81.5,N160,,40,50,NE,,Monti della Maddalena Fault,NF,,,,,1000,,,,,,,4.36E-15,1.08E-13,,,,,,,,,,,,,2890,3096,Massive Re-injection,6/2/2006,Wastewater,,3.47E-02,6.48E+06,,6.48E+06,,14,,6/2/2006,0.13,"219, 0.2 ≤ML≤2.2",1500,5000,,,,,,,2.2,ML,,,4000,500,10/26/2010,The rapid pore pressure diffusion within an intensely fractured (high permeability) reservoir.,The ruptured damage zone measures 2 km along strike and 3 km along dip,"Buttinelli et al. (2016), Improta et al. (2015), Improta et al. (2017), Stabile et al. (2014)",136
United States of America,Arkansas,35.274,-92.318,Wastewater disposal,Wastewater injection,"Boone Formation, Hunton Group and Arbuckle/Knox Group",limestone and dolostone,,,,,0.04,0.06,0.05,2.00E-13,1.00E-12,6.00E-13,,,28,,,,2.6,,30,,,,,,,,,,,,,,,,3700,,,,,,,,,,,,,,,,,,,,,,,N30E,,89,,SW,,Guy-Greenbrier,SS,10,,,,1500,,,,,,,1.00E-13,5.00E-12,,,,,,,22.4,,,,,,1821,3344,Massive Injection,7/8/2010,Wastewater,,2.42E-02,3.24E+05,6.48E+05,3.24E+05,6.48E+05,19.6,,8/4/2010,28,1000 and 211 ≥M2.5 (2010-2011),3000,7000,,,,1.06,,1,4.7,Mw,,,,1500,2/27/2011,Fluid injection triggered the recent seismicity on the Guy-Greenbrier fault,Injection into two layers with wells 1 and 5,"Dempsey et al. (2015), Horton (2012), Huang and Beroza (2015), Huang et al. (2016), Morgan and Murray (2015), MoUnited States of Americavi et al. (2017), Ogwari and Horton (2016), Ogwari et al. (2016), Yehya et al. (2018), Yoon et al. (2017)",137
United States of America,"Ashtabula, Ohio",41.908,-80.734,Wastewater disposal,Wastewater injection,Mt. Simon (basal) Sandstone,Sandstone,,,,,0.09,0.1,0.1,,1.00E-13,1.00E-13,,62,62,0.19,,0.19,,20.67,,31,,,,,,,,,,,,,,,,,SS/NF,0.026,0,46.8,,0.0249,0,44.78,,0.0158,0,28.44,,N59E,,0.0102,0,18.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,,,1/1/1986,,,1.90E-03,3.40E+05,,,,10,,1/1/1987,,A sequence of 36 earthquakes,1750,3750,,,,,,,4.3,mbLg,,,3750,6500,1/26/2001,,,"Nicholson (1992), Nicholoson and Wesson (1992), Seeber et al. (2004)",138
United States of America,"Azle/Reno,Texas",32.993,-97.585,Wastewater disposal,Gas/Brine extraction and Wastewater (injection),Ellenburger carbonates,Carbonate,,,,,,0.04,0.04,1.00E-15,5.00E-13,2.51E-13,,,,,,,,,,,,,,,,,,,,,,,,,,,NF,0.026,0,52,,0.026,0,52,,0.0142,0,28.4,,,N32E,0.0106,0,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,,,6/1/2009,,,4.60E-03,,,,,,,11/1/2013,,27,2000,8000,,,,,,1.01,3.6,mbLg,,,,,11/20/2013,,,"Frohlich et al. (2016), Hornbach et al. (2015)",139
United States of America,"Cleburne, Texas",32.293,-97.372,Wastewater disposal,Wastewater injection,Ellenburger carbonates,Carbonate,,,,,,0.04,0.04,1.00E-15,5.00E-13,2.51E-13,,,,,,,,,,,,,,,,,,,,,,,,,,,NF,0.026,0,62.32,85.23,0.0237,0,56.69,77.52,0.0142,0,34.04,46.55,,N25E,0.0105,0,25.17,34.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2397,3278,,12/1/2005,,,3.68E-02,,,,,,,6/2/2009,,54+,1620,4970,,,,,,,3.5,mbLg,,,,,6/24/2012,,,"Frohlich et al. (2016), Justinic et al. (2013)",140
United States of America,"Cushing, Oklahoma",35.901,-96.807,Wastewater disposal,Wastewater injection,Arbuckle group,Limestone and crystalline Basement,,,2670,,0.03,,0.03,,1.00E-13,1.00E-13,53.4,,53.4,0.23,,0.23,,,,,,,,,,,,,,,,,,,,,SS,0.025,0,125,,0.03,0,150,,0.0156,0,78,,N85 E,,0.0096,0,,,,,N59E,,78,,,,Wilzetta Fault,SS,,,,,,,,,,,,,,,,,,,,,,,,,,1250,2250,water disposal,1/1/2006,,,2.91E-02,6.82E+06,,,,,,,17,48 M>3 in the Mmax sequence,4000,6000,,1.09,,,,,5,Mw,,,,,11/7/2016,"Pore pressure diffusion and poroelastic stresses have contributed to induced seismicity. Another possible mechanism can be the weigth of injected fluid into the reservoir applying stress on the underlying basement (Johann and Shapiro, 2020)",Summed max rate for the three wells (Fig. S5),"Chen et al. (2017), Johann and Shapiro (2020), McGarr and Barbour (2017), McNamara et al. (2015b), Walsh III & Zoback (2016), Yeck et al. (2016), Yu (2017), Zhai et al. (2019)",141
United States of America,"Dallas-Fort Worth Airport, Texas",32.855,-97.051,Wastewater disposal,Wastewater injection,Ellenburger carbonates,Carbonate,,,,,,0.04,0.04,1.00E-15,5.00E-13,2.51E-13,,,,,,,,,,,,,,,,,,,,,,,,,,,NF,0.026,0,85.8,109.2,0.0237,0,78.05,99.33,0.0142,0,46.86,59.64,,N25E,0.0105,0,34.65,44.1,,,NE-SW,,,,,,DFW airport,NF,,,,,,,,,,,,,,,,,,,,,,,,,,3300,4200,,9/12/2008,,,2.06E-02,3.10E+06,,,,13.6,,10/30/2008,,183 (frequent earthquakes in the sebsequent years),4400,4800,,,,1.43,,1.17,3.3,mb,,,8000,1000,5/16/2009,"Pressure diffusion into a critically stressed fault, 6 Km length fault",Approximate volume of southwest SWD using figure 13,"Frohlich et al. (2010), Frohlich et al. (2011), Hennings et al. (2019), Hornbach et al. (2016), Ogwari et al. (2018), Quinones et al. (2018), Quinones et al. (2019), Smye et al. (2019)",142
United States of America,"El Dorado, Arkansas",33.207,-92.666,Wastewater disposal,Wastewater injection,Smackover Formation,Cockfield sand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SS,0.024,2,54.8,56,0.024,7.5,60.3,61.5,0.016,2,37.2,38,,,0.0104,0,22.88,23.4,,,N120E,,45,50,N,,Hibank graben fault,NF,,,,,200,,,,,,,,,,,,,,,,,,,,,2200,2250,Massive Injection,1/1/1983,Wastewater,,2.05E-02,2.04E+07,,,2.04E+07,6,,12/9/1983,330,12 (1983-1989),1600,4800,,,,,,,3,ML,,,3000,,12/9/1983,Fluid injection triggered the earthquake,"Injection data for 4 wells combined, only one paper (Cox, 1991) has the useful data",Cox (1991),143
United States of America,"Fairview, Oklahoma",36.48,-98.73,Wastewater disposal,Wastewater injection,"Arbuckle (Group) limestone, Troy granite and Roosevelt gabbro",Limestone and crystalline Basement,,,2670,,0.03,0.2,0.11,6.60E-15,1.00E-13,5.33E-14,53.4,85.5,65.7,0.23,0.34,0.28,32.96,89.06,21.71,31.9,0.3,,38.5,47,17,51,86,237,,,,,,,,,SS,0.025,0,125,,0.03,0,150,,0.0156,0,78,,N85 E,,0.0096,0,48,,,,NE,,70,,SE,,Galena Township Fault,SS,,,,,,,,,,,,,,,,,,,,,,,,,,2000,2500,water disposal,6/12/1905,"Water (Viscosity: 0.28e-3 Pa.s, Compressibility: 4.6e-10 1/Pa)",100,9.39E-01,3.55E+06,,,,2,,,,"63 foreshocks, 89 aftershocks",6000,9000,,1.09,,,,,5.1,Mw,,,9100,,2/13/2016,Poroelastic stresses have probably triggered the distant seismicity.,"Rate is based on summed rate of a number of wells (Figure 1a of Yeck et al., 2016)- Occured 10-40 km away from the injection area, far enough that direct pore pressure transmission can not justify the induced earthquake. ","Chen et al. (2017), Goebel et al. (2017), Johann and Shapiro (2020),  McGarr and Barbour (2017), Morgan and Murray (2015), Walsh III & Zoback (2016), Yeck et al. (2016), Yu (2017)",144
United States of America,"Guthrie, Oklahoma",35.771,-97.52,Wastewater disposal,Wastewater injection,Arbuckle group,Carbonate,,,,,,,0.2,1.00E-15,1.00E-13,5.05E-14,,,,,,,,,,,,,,,,,,,,,,,,,,,SS,,,,,,,,,,,,,N85E,,,,,,,,N301E,,,81,,,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,1860,2400,Injection through several wells but 3 located within a distance of 5 km,1/1/2010,"Water: dynamic viscosity=0.28E-3 Pa.s, compressibility=4.6E-10 1/Pa, Density=1000 kg/m3", ,2.78E-02,7.10E+05,,,,,,,,38962,3000,8000,,,,1.1,,,4,Mw,,,6300,,4/8/2015,Pore pressure diffusion can be the triggering mechanism although the possibility of other mechanisms like poroelastic stress transfer is not ruled out. ,Operation depth of three closest wells. The Mmax occured 10 months after the seismicity began on the fault,"Benz et al. (2015), Chen et al. (2018), Pennington et al. (2022), Schoenball et al. (2018), Wu et al. (2019)",145
United States of America,"Jones, Oklahoma",35.566,-97.286,Wastewater disposal,Wastewater injection,Arbuckle Group,Dolomitized limestone,,,2680,,0.07,0.87,0.47,,,,60.14,82.21,71,0.24,0.34,0.3,50.12,68.51,23.13,31.62,,,39,49,17,48,114,237,,,,,,,2600,,SS,,,,,,,,,,,,,,,,,,,,,,N290E,80,90,,,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,2200,3500,Massive Injection,1/1/2005,Wastewater,,1.23E-01,4.77E+07,,4.77E+07,,4.2,,1/1/2008,1095,"Nearly 45% of this region’s seismicity, and currently nearly 15 M>3 earthquakes per week",2000,5000,,,,1.32,,,4,Mw,,,,20000,1/15/2010,Four high-rate disposal wells increase pore pressure up to (above) the reported triggering threshold (0.07MPa),"Injection data for 4 wells combined (Fig. 3 in Keranen et al., 2014)","Holland (2013b), Keranen et al. (2014), Kroll et al. (2017), Yu (2017)",146
United States of America,"Kern River, Kern County, California",35.452,-118.992,Wastewater disposal,Wastewater injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.47E-02,,,,,,,,,,,,,,,,,,4.6,ML,,,,,,,,Goebel et al. (2015),147
United States of America,"Mentone, West Texas",31.717,-104.042,Wastewater disposal,Wastewater injection,Ellenburger carbonates,Carbonate,,,,,,,0.04,3.00E-14,1.00E-13,6.76E-14,,,30.5,,,0.26,,,,12.1,0.71,,,,,,,,,,,,,,5000,,NF,,,,,,,,,,,,,,,,,,,,,N285,,56,,,,,NF,,,,,,,,,,,,,,,,,,,,,,,,,,4700,5100,Large volume injection by 8 wells,1/1/2012,Wastewater,,1.06E-01,2.05E+07,,,,,,1/1/2019,2555,71 foreshocks (0.6<Mw<3.8),5000,,,,,,,,5,Mw,,,6200,,3/26/2020,Pore pressure build up by water injection into 8 wells and direct hydraulic connection with the basement has potentially triggered the earthquake. Regional induced earthquake in the Delaware Basin are linked with wastewater injection in the shallower Delaware sandstone layer. The Mentone sequence is an example of local earthquakes in this region modulated by direct hydraulic connection between the basement and the Ellenburger carbonates. ,Two HF jobs at distances of 2.4 and 2.9 km from the M5 earthquakes have been respectively completed 48 and 102 days before this earthquake. The possible link between the HF jobs and the earthquake requires complementary studies. ,"Skoumal et al. (2020), Tung et al. (2020), Tung et al. (2021), Zhai et al. (2021)",148
United States of America,"Painesville (Perry), Ohio",41.65,-81.162,Wastewater disposal,Wastewater injection,Mt. Simon (basal) Sandstone,Sandstone,,,,,0.09,0.1,0.1,,1.00E-13,1.00E-13,,62,62,0.19,,0.19,,20.67,,31,,,,,,,,,,,,,,,,,SS/NF,0.026,0,46.8,,0.0249,0,44.78,,0.0158,0,28.44,,N59E,,0.0102,0,18.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,,,3/1/1975,,,5.30E-03,1.19E+06,,,,11.2,,1/31/1986,,13 aftershocks,2000,6100,,,,,,,4.9,Mw,,,3250,12000,1/31/1986,,,"McGarr (2014), Nicholson et al. (1988)",149
United States of America,"Paradox Valley, Colorado",38.297,-108.895,Wastewater disposal,Wastewater injection,"Leadville Limestone, partially injected in precambrian aphanitic schist","Carbonate, Sandstone and Schist",,5,,,,0.06,0.06,1.90E-15,,1.90E-15,20,50,35,0.2,0.35,0.28,11.11,55.56,8.33,18.52,,,40,,21,,,,10,,,,,,,,SS,0.0241,0,103.72,115.78,0.0241,0,103.72,115.78,0.0162,0,69.6,77.69,N70W,,0.0101,0,43.6,48.67,,,,,65,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4300,4800,,5/1/1996,,,2.15E-02,3.29E+06,,,,34.5,81.4,8/1/1996,111,3350 (within 10 km May 1996 to 2003 December),3500,6000,,,,0.87,,0.61,4.3,ML,,,,,5/27/2000,,,"Ake et al. (2005), Foxall et al. (2017)",150
United States of America,"Pawnee, Oklahoma",36.431,-96.931,Wastewater disposal,Wastewater injection,Arbuckle group,limestone and crystalline Basement,,,2670,,0.03,,0.03,,1.00E-13,1.00E-13,53.4,,53.4,0.23,,0.23,,,,,,,,,,,,,,,,,,,,,SS,0.025,0,125,,0.03,0,150,,0.0156,0,78,,N85 E,,0.0096,0,48,,,,N107,,90,,,,Labette Fault,SS,,,,,,,,,,,,,,,,,,,,,,,,,,1250,2250,water disposal,1/1/2006,,,,8.84E+06,,,,,,,,,,,,1.09,,,,,5.8,Mw,,,5600,,9/3/2016,"Both pore pressure diffusion and poroelastic stresses have probably triggered the earthquakes. Another possible mechanism can be the weigth of injected fluid into the reservoir applying stress on the underlying basement (Johann and Shapiro, 2020). Just like 2011 M5.7 Prague earthquake, static stress transfer by a foreshock (M3.7) could contribute to triggering the main shock (Chen et al., 2017).", ,"Barbour et al. (2017), Chen et al. (2017), Johann and Shapiro (2020), Manga et al. (2016), McGarr and Barbour (2017), Walsh III & Zoback (2016), Yeck et al. (2017), Yu (2017), Zhai et al. (2019)",151
